Country,Managed_By,Fulfill_Via,Shipment_Mode,Product_Group,Sub_Classification,Brand,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,30339,348595.11,11.49,0.38,Yes,3419,15006.27,431.21
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,OraQuick,3,10,250.0,25.0,8.33,Yes,6,304.76,0.49
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Colloidal Gold,1,4162,101969.0,24.5,24.5,Yes,2777,34137.03,126.14
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,20142,99702.9,4.95,0.16,Yes,6142,13850.65,139.78
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Pediatric,Stocrin/Sustiva,180,3399,57647.04,16.96,0.09,Yes,1014,2093.32,95.12
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,30,2418,58032.0,24.0,0.8,Yes,859,7894.76,95.75
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1387,110960.0,80.0,0.8,Yes,662,12035.47,155.57
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,6158,548062.0,89.0,0.89,Yes,2493,31090.27,563.41
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,9744,14128.8,1.45,0.02,Yes,656,6158.0,30.46
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,3055,271895.0,89.0,0.89,Yes,1241,13325.59,336.33
Nigeria,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,336,273,10472.28,38.36,0.11,Yes,520,3759.22,22.58
Uganda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,210,1554.0,7.4,0.12,Yes,36,677.4,2.18
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,33972,85949.16,2.53,0.04,Yes,1823,1791.42,185.31
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,300,3900.0,13.0,0.43,Yes,21,3657.69,8.41
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1010,83022.0,82.2,0.68,Yes,255,8227.99,179.0
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,176,5632.0,32.0,1.6,Yes,71,1743.35,7.9
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,450,40050.0,89.0,0.89,Yes,188,2997.85,49.54
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,5673,181536.0,32.0,1.6,Yes,1674,10780.63,186.62
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,151,4832.0,32.0,1.6,Yes,54,1032.57,5.98
South Africa,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,90,25000,204250.0,8.17,0.09,Yes,3313,5192.74,337.01
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,3024,11944.8,3.95,0.07,Yes,140,1694.3,14.78
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,11507,20367.39,1.77,0.03,Yes,539,1666.35,25.19
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,336,40,3068.8,76.72,0.23,Yes,114,4410.73,6.01
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,137130,911914.5,6.65,0.22,Yes,45800,9726.53,1504.66
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,47,1504.0,32.0,1.6,Yes,15,870.22,2.11
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,12100,98010.0,8.1,0.13,Yes,1685,3251.35,100.75
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,500,16000.0,32.0,1.6,Yes,170,2865.63,31.36
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,2000,15160.0,7.58,0.25,Yes,150,1789.85,15.58
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,1764,3951.36,2.24,0.07,Yes,106,1615.07,5.54
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Determine,100,115,920.0,8.0,0.08,Yes,149,3256.76,1.14
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,92887,678075.1,7.3,0.12,Yes,4810,6599.86,1118.82
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,INSTi,48,32,2657.28,83.04,1.73,Yes,58,836.14,3.73
"Congo, DRC",PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,20,616.4,30.82,0.1,Yes,52,1573.41,0.76
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,9575,766000.0,80.0,0.8,Yes,3890,29244.02,787.45
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,320,26304.0,82.2,0.68,Yes,88,823.94,51.56
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,20172,109533.96,5.43,0.09,Yes,1104,5765.11,135.49
Rwanda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,9565,18651.75,1.95,0.01,Yes,6490,3010.89,26.15
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,43,1376.0,32.0,1.6,Yes,15,406.68,1.93
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,38341,111955.72,2.92,0.05,Yes,4522,6369.8,241.38
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,597,19104.0,32.0,1.6,Yes,209,3088.04,26.78
Rwanda,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,236925,575727.75,2.43,0.04,Yes,13622,82095.85,1241.27
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,61,4739.7,77.7,0.78,Yes,28,1001.47,7.82
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,40593,452611.95,11.15,0.37,Yes,4585,6881.65,559.88
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2926,234080.0,80.0,0.8,Yes,1394,24596.33,328.18
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,19836,167019.12,8.42,0.14,Yes,1820,698.0,275.58
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1922,116896.04,60.82,0.51,Yes,467,1842.23,163.89
Rwanda,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,5084,355880.0,70.0,0.7,Yes,1153,46638.41,697.52
Zimbabwe,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,48127,95772.73,1.99,0.03,Yes,2383,18232.17,98.45
"Congo, DRC",PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,3974,6835.28,1.72,0.03,Yes,209,3743.84,7.03
Ghana,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,2286,3451.86,1.51,0.01,Yes,972,7719.0,3.55
Mozambique,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,18025,52633.0,2.92,0.05,Yes,1139,4683.02,65.11
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,6042,193344.0,32.0,1.6,Yes,1990,22859.07,271.07
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,58,232.0,4.0,0.13,Yes,19,1274.35,0.24
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4400,352000.0,80.0,0.8,Yes,1808,23237.62,435.42
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,1461,33603.0,23.0,0.77,Yes,154,2986.16,65.86
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Prezista,120,841,56010.6,66.6,0.55,Yes,169,359.53,69.29
Uganda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,1560,12542.4,8.04,0.13,Yes,166,1488.99,14.76
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2746,219680.0,80.0,0.8,Yes,1312,27254.17,362.47
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,494,39520.0,80.0,0.8,Yes,240,7681.19,65.21
Rwanda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,672,2466.24,3.67,0.06,Yes,49,221.96,3.46
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,4500,29025.0,6.45,0.22,Yes,320,4890.38,47.89
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,52379,132518.87,2.53,0.04,Yes,2512,4116.82,285.71
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,63421,272710.3,4.3,0.14,Yes,5101,13241.08,587.96
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,24,480.0,20.0,0.8,Yes,75,1539.55,1.03
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,1850,53650.0,29.0,1.45,Yes,592,2951.78,88.52
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Intelence,120,83,6811.81,82.07,0.68,Yes,16,375.0,11.24
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2264,181120.0,80.0,0.8,Yes,980,18638.44,253.93
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,12937,29755.1,2.3,0.04,Yes,875,2181.91,36.81
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,3049,82323.0,27.0,1.35,Yes,904,7208.0,177.49
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Determine,1,215,1075.0,5.0,5.0,Yes,41,1001.02,1.51
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,24000,264000.0,11.0,0.18,Yes,2769,10546.68,569.18
Uganda,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,6118,489440.0,80.0,0.8,Yes,2477,19775.55,576.07
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,1400,28700.0,20.5,0.82,Yes,437,5408.93,29.5
Zimbabwe,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,8787,702960.0,80.0,0.8,Yes,3567,51732.62,722.64
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,3487,111584.0,32.0,1.6,Yes,1252,5850.25,138.03
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,12693,45060.15,3.55,0.12,Yes,975,2048.91,55.74
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,10000,172800.0,17.28,0.29,Yes,1087,2531.3,372.56
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,150,11655.0,77.7,0.78,Yes,34,947.35,19.23
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2352,188160.0,80.0,0.8,Yes,1016,19026.72,263.8
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,34044,158985.48,4.67,0.16,Yes,2892,6105.79,342.77
Angola,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,360,806.4,2.24,0.07,Yes,21,840.17,1.0
Guyana,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1324,108832.8,82.2,0.68,Yes,334,2171.57,179.57
Mozambique,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,7587,589509.9,77.7,0.78,Yes,1306,26532.85,972.69
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,9235,166230.0,18.0,0.6,Yes,1197,5375.13,195.65
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,29635,195887.35,6.61,0.11,Yes,2608,21886.49,201.37
Uganda,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,80,2465.6,30.82,0.1,Yes,136,2077.87,2.53
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Determine,100,25,200.0,8.0,0.08,Yes,2,1201.72,0.33
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,11000,58850.0,5.35,0.09,Yes,3828,15089.11,97.1
Zimbabwe,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,814,0.01,0.0,0.0,Yes,60,1344.94,0.0
Côte d'Ivoire,PMO - US,Direct Drop,Ocean,ARV,Adult,Aluvia,120,1573,48479.86,30.82,0.26,Yes,393,40289.0,79.99
South Africa,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,11980,37737.0,3.15,0.01,Yes,4621,4762.44,81.36
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2607,208560.0,80.0,0.8,Yes,1080,19598.71,257.99
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,5000,100000.0,20.0,0.67,Yes,1189,7296.97,123.7
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,25,1400,28700.0,20.5,0.82,Yes,468,5372.87,35.5
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,120,4339.2,36.16,0.3,Yes,36,1025.69,8.5
Swaziland,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,90,46855,637228.0,13.6,0.15,Yes,7712,13491.19,1051.43
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,10,800.0,80.0,0.8,Yes,5,767.63,1.32
Nigeria,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,5360,31838.4,5.94,0.1,Yes,619,5506.01,39.38
South Africa,PMO - US,Direct Drop,Ocean,ARV,Pediatric,Generic,30,100000,235000.0,2.35,0.08,Yes,5634,17819.74,506.66
Zimbabwe,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,703,4921.0,7.0,0.12,Yes,162,2365.05,6.09
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,54247,424211.54,7.82,0.26,Yes,3728,3646.13,914.6
Guyana,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,15,435.0,29.0,1.45,Yes,6,325.67,0.72
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,30,187,4349.62,23.26,0.78,Yes,16,958.85,5.38
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,179,5728.0,32.0,1.6,Yes,63,2147.11,8.03
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1720,141384.0,82.2,0.68,Yes,424,10296.99,277.11
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,9300,28737.0,3.09,0.05,Yes,550,3054.13,56.32
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2024,141680.0,70.0,0.7,Yes,461,6923.2,277.69
Ethiopia,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,340,9860.0,29.0,1.45,Yes,151,827.88,13.82
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1785,146727.0,82.2,0.68,Yes,266,6937.66,316.34
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,39,1248.0,32.0,1.6,Yes,13,581.73,2.06
Zimbabwe,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1000,72000.0,72.0,0.72,Yes,324,3791.81,141.12
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,24192,254016.0,10.5,0.35,Yes,3385,8764.53,314.22
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,1575,129465.0,82.2,0.68,Yes,382,5528.41,213.62
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,3000,96000.0,32.0,1.6,Yes,881,6664.29,112.99
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,8178,727842.0,89.0,0.89,Yes,1407,15200.59,1569.23
South Africa,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,11668,35004.0,3.0,0.01,Yes,4396,3283.59,75.47
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,2400,5640.0,2.35,0.04,Yes,726,7388.14,12.16
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,42074,225095.9,5.35,0.18,Yes,4105,25382.52,315.58
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,60,272,1863.2,6.85,0.11,Yes,37,722.35,1.92
Rwanda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,1592,12799.68,8.04,0.13,Yes,167,1923.14,13.16
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,4250,136000.0,32.0,1.6,Yes,1386,13215.15,190.67
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,20,3400,98600.0,29.0,1.45,Yes,1252,10821.66,121.97
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,6290,503200.0,80.0,0.8,Yes,2995,57933.93,705.49
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,10817,29422.24,2.72,0.05,Yes,1172,19007.72,48.55
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Isentress,60,223,20404.5,91.5,1.52,Yes,21,761.0,33.67
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,185954,459306.38,2.47,0.04,Yes,9019,13677.68,990.26
Rwanda,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,176100,427923.0,2.43,0.04,Yes,24219,23736.39,922.6
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,100,120,540.0,4.5,0.04,Yes,9,820.56,0.56
Zimbabwe,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1845,132840.0,72.0,0.72,Yes,1000,18841.09,286.4
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2744,219520.0,80.0,0.8,Yes,1303,22223.94,307.77
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,1558,35055.0,22.5,0.75,Yes,195,3387.72,49.15
Burundi,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,30,594,16394.4,27.6,0.92,Yes,63,877.52,19.3
Burundi,PMO - US,Direct Drop,Air,HRDT,HIV test,Stat-Pak,30,517,14269.2,27.6,0.92,Yes,56,812.84,16.79
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,2064,2951.52,1.43,0.01,Yes,751,5754.16,3.65
Rwanda,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,38113,157406.69,4.13,0.14,Yes,3077,6499.25,339.37
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,60,3900,7215.0,1.85,0.03,Yes,321,3740.01,7.42
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,32070,81137.1,2.53,0.04,Yes,1727,1791.42,174.93
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,1,80.0,80.0,0.8,Yes,822,8664.89,0.17
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,9935,884215.0,89.0,0.89,Yes,4038,59711.34,908.97
Côte d'Ivoire,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4750,380000.0,80.0,0.8,Yes,1930,23013.2,390.64
South Africa,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,240,11628,34884.0,3.0,0.01,Yes,4382,2154.52,75.21
Guyana,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,20,1216.4,60.82,0.2,Yes,52,1152.9,1.5
South Africa,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,11574,90508.68,7.82,0.26,Yes,793,916.22,195.14
Uganda,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,165179,1072011.71,6.49,0.11,Yes,37127,33981.11,1326.08
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,20000,162000.0,8.1,0.13,Yes,4168,6717.79,166.54
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,20000,674000.0,33.7,0.28,Yes,4727,21584.02,1112.1
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,8276,736564.0,89.0,0.89,Yes,2050,23226.6,1215.33
Cameroon,PMO - US,Direct Drop,Air,HRDT,HIV test,OraQuick,100,2000,700000.0,350.0,3.5,Yes,5006,88560.19,865.9
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,3073,273497.0,89.0,0.89,Yes,1248,20602.3,338.32
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,39045,320559.45,8.21,0.14,Yes,5092,7312.6,396.53
Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test - Ancillary,Determine,100,4,32.0,8.0,0.08,Yes,2,942.64,0.05
Tanzania,PMO - US,Direct Drop,Air,ARV,Pediatric,Kaletra,300,268,8259.76,30.82,0.1,Yes,261,2569.33,8.49
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,4560,62335.2,13.67,0.46,Yes,561,5610.17,87.39
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,57925,157556.0,2.72,0.05,Yes,6220,7175.28,259.97
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,60300,186327.0,3.09,0.05,Yes,3539,16769.43,365.2
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,15624,22654.8,1.45,0.02,Yes,1056,2160.52,48.84
Botswana,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,5,360.0,72.0,0.72,Yes,3,787.28,0.78
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,60,429,2938.65,6.85,0.11,Yes,62,1060.22,4.12
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,5500,176000.0,32.0,1.6,Yes,1907,17975.84,344.96
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,54008,349431.76,6.47,0.22,Yes,3658,12796.59,576.56
South Sudan,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,749,23968.0,32.0,1.6,Yes,262,4669.02,33.6
Kenya,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2578,229442.0,89.0,0.89,Yes,1427,15353.45,494.68
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,504,40320.0,80.0,0.8,Yes,204,2788.07,41.45
Uganda,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,3047,243760.0,80.0,0.8,Yes,1323,16337.04,301.53
Ghana,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,33000,51480.0,1.56,0.05,Yes,2343,20464.55,52.92
Uganda,PMO - US,Direct Drop,Air,ARV,Adult,Isentress,60,390,21645.0,55.5,0.92,Yes,39,433.0,30.35
South Sudan,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,625,781.25,1.25,0.04,Yes,34,1191.93,0.97
Mozambique,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,250000,2027500.0,8.11,0.14,Yes,34074,146734.85,2084.27
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,70030,513319.9,7.33,0.12,Yes,3534,17919.41,1106.72
Burundi,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2796,223680.0,80.0,0.8,Yes,1133,20572.96,276.69
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Norvir,60,110,753.5,6.85,0.11,Yes,43,1046.02,1.24
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,124312,826674.8,6.65,0.22,Yes,11603,10748.8,1364.01
Malawi,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,60000,689400.0,11.49,0.38,Yes,6778,15020.21,852.79
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,7000,56700.0,8.1,0.13,Yes,974,1069.31,58.29
Vietnam,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,151,2399.39,15.89,0.26,Yes,749,7488.39,5.17
Zimbabwe,PMO - US,Direct Drop,Air Charter,ARV,Adult,Generic,30,18000,83700.0,4.65,0.16,Yes,1764,13959.22,86.04
Zambia,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,6160,40040.0,6.5,0.11,Yes,356,2543.67,41.16
Zimbabwe,PMO - US,Direct Drop,Air Charter,ARV,Adult,Generic,60,78000,170040.0,2.18,0.04,Yes,5163,41158.49,174.8
Uganda,PMO - US,Direct Drop,Air,ARV,Pediatric,Generic,30,168,336.0,2.0,0.07,Yes,8,1021.34,0.42
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,82500,565950.0,6.86,0.23,Yes,5624,7378.63,933.82
Nigeria,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4817,385360.0,80.0,0.8,Yes,2305,43338.93,755.31
Swaziland,PMO - US,Direct Drop,Air,ARV,Adult,Generic,90,20000,272000.0,13.6,0.15,Yes,3295,17214.74,448.8
Rwanda,PMO - US,Direct Drop,Air,ARV,Adult,Generic,30,250,2.5,0.01,0.0,Yes,24,280.23,0.0
Haiti,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,4500,450000.0,100.0,1.0,Yes,1825,17758.82,462.6
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,2835,226800.0,80.0,0.8,Yes,1094,24400.67,374.22
Haiti,PMO - US,Direct Drop,Air,ARV,Adult,Generic,120,740,27750.0,37.5,0.31,Yes,203,2228.92,59.83
Zambia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,7000,224000.0,32.0,1.6,Yes,2304,33525.96,482.94
Côte d'Ivoire,PMO - US,Direct Drop,Air,ARV,Adult,Aluvia,120,10560,381849.6,36.16,0.3,Yes,2598,15873.33,748.43
Namibia,PMO - US,Direct Drop,Air,HRDT,HIV test,Uni-Gold,20,520,16640.0,32.0,1.6,Yes,177,3496.34,27.46
Haiti,PMO - US,Direct Drop,Air,ARV,Pediatric,Videx,60,120,840.0,7.0,0.12,Yes,26,575.17,1.18
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,120,541.2,4.51,0.15,Yes,10,19518.98,1.17
Mali,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,150,12000.0,80.0,0.8,Yes,66,2572.91,12.34
South Africa,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,30,112595,728489.65,6.47,0.22,Yes,7991,9972.68,1202.01
Tanzania,PMO - US,Direct Drop,Air,HRDT,HIV test,Bioline,30,11990,287760.0,24.0,0.8,Yes,3997,28620.81,564.01
Tanzania,PMO - US,Direct Drop,Air,ARV,Adult,Generic,60,11500,62445.0,5.43,0.09,Yes,632,4168.19,77.24
Rwanda,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,63410,278369.9,4.39,0.07,Yes,6589,17075.43,390.27
South Africa,PMO - US,Direct Drop,Air,ARV,Pediatric,Ziagen,240,32000,320640.0,10.02,0.04,Yes,12374,11865.62,529.06
Uganda,PMO - US,Direct Drop,Air,HRDT,HIV test,Determine,100,6000,480000.0,80.0,0.8,Yes,2432,23178.68,493.44
Rwanda,PMO - US,Direct Drop,Ocean,ARV,Adult,Generic,60,206475,501734.25,2.43,0.04,Yes,12077,19328.36,1081.74
